,Age,Assists,C_Apps,C_Assists,C_Clean_Sheets,C_Goals,C_Mins,Clean Sheets,Club,Club_Appearances,Country,Current_Value,F_Def,F_Drib,F_Pace,F_Passing,F_Phy,F_Rating,F_Shooting,F_WRate,FantasyLeaguePoints,FantasyLeagueVal,Goals,Goals_per_game,Mins_per_goal,Minutes_played_club,Name,Position,Previous_Value,Wiki_Views
278,21.0,0.0,0.0,0.0,0.0,0.0,28.0,,Girona FC,18.0,Colombia,500 Th. ,24.0,77.0,88.0,63.0,52.0,72.0,64.0,High / High,2.0,2.0,0.0,0,,792.0,Marlos Moreno,Left Wing,"1,00 Mill. ?",340
279,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,Girona FC,2.0,Algeria,400 Th. ,36.0,74.0,79.0,66.0,51.0,70.0,65.0,High / Medium,0.0,2.0,0.0,0,,18.0,Farid Boulaya,Attacking Midfield,800 Th. ?,30
280,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,Girona FC,16.0,Spain,200 Th. ,55.0,68.0,45.0,66.0,66.0,67.0,61.0,Medium / Medium,0.0,2.0,0.0,0,,623.0,Eloi Amagat,Attacking Midfield,400 Th. ?,29
281,25.0,0.0,6.0,0.0,0.0,1.0,703.0,,Málaga CF,18.0,Spain,"5,00 Mill. ",28.0,71.0,62.0,59.0,74.0,78.0,78.0,Medium / Low,22.0,3.0,1.0,0.05,546.0,546.0,Borja Bastón,Centre-Forward,"8,00 Mill. ?",54
282,24.0,0.0,9.0,0.0,0.0,3.0,770.0,,Málaga CF,29.0,Uruguay,"6,00 Mill. ",31.0,77.0,75.0,72.0,64.0,77.0,75.0,High / Medium,32.0,3.0,9.0,0.31,196.0,1764.0,Diego Rolán,Centre-Forward,"8,00 Mill. ?",183
283,29.0,2.0,16.0,0.0,2.0,1.0,1415.0,,Málaga CF,32.0,Venezuela,"3,50 Mill. ",78.0,84.0,81.0,78.0,77.0,81.0,67.0,High / Medium,39.0,8.0,1.0,0.03,2.861,2861.0,Roberto Rosales,Right-Back,"5,00 Mill. ?",56
284,26.0,2.0,15.0,1.0,2.0,0.0,1343.0,,Málaga CF,18.0,Spain,"3,50 Mill. ",72.0,73.0,56.0,75.0,73.0,77.0,66.0,Medium / Medium,30.0,4.0,3.0,0.17,453.0,1358.0,Recio,Central Midfield,"3,50 Mill. ?",1
285,29.0,1.0,14.0,0.0,2.0,1.0,1192.0,,Málaga CF,28.0,Spain,"3,00 Mill. ",64.0,76.0,62.0,75.0,67.0,76.0,70.0,High / Low,31.0,4.0,7.0,0.25,219.0,1531.0,Adrián González,Central Midfield,"3,00 Mill. ?",14
286,26.0,3.0,9.0,2.0,2.0,0.0,684.0,,Málaga CF,22.0,Spain,"2,50 Mill. ",43.0,80.0,79.0,78.0,64.0,79.0,69.0,Medium / High,30.0,2.5,0.0,0,,1052.0,Keko,Right Wing,"3,00 Mill. ?",2
287,20.0,3.0,1.0,0.0,0.0,0.0,345.0,,Málaga CF,18.0,Spain,"2,50 Mill. ",25.0,74.0,72.0,70.0,40.0,71.0,68.0,Medium / Low,9.0,2.0,2.0,0.11,413.0,825.0,Javier Ontiveros,Right Wing,"3,00 Mill. ?",39
288,22.0,0.0,9.0,0.0,2.0,1.0,726.0,,Málaga CF,3.0,Spain,"1,50 Mill. ",73.0,53.0,68.0,57.0,75.0,73.0,28.0,Medium / Medium,26.0,2.5,0.0,0,,31.0,Diego González,Centre-Back,"1,50 Mill. ?",3
289,26.0,1.0,1.0,0.0,0.0,0.0,214.0,,Málaga CF,24.0,Spain,"1,50 Mill. ",46.0,77.0,84.0,76.0,66.0,78.0,72.0,High / Medium,5.0,2.0,2.0,0.08,625.0,1250.0,Jony,Left Wing,"2,50 Mill. ?",6
290,33.0,3.0,10.0,1.0,2.0,3.0,822.0,,Málaga CF,29.0,Uruguay,"1,50 Mill. ",37.0,80.0,72.0,71.0,57.0,75.0,70.0,Medium / Medium,40.0,4.0,1.0,0.03,1.7919999999999998,1792.0,Chory Castro,Left Wing,"1,50 Mill. ?",59
291,20.0,1.0,1.0,0.0,0.0,0.0,217.0,,Málaga CF,13.0,Morocco,800 Th. ,30.0,68.0,76.0,49.0,51.0,69.0,68.0,Medium / Medium,9.0,2.5,1.0,0.08,322.0,322.0,Youssef En-Nesyri,Centre-Forward,"1,00 Mill. ?",75
292,25.0,1.0,2.0,0.0,0.0,0.0,180.0,,Málaga CF,33.0,Spain,700 Th. ,69.0,58.0,66.0,53.0,73.0,69.0,28.0,Low / High,3.0,3.5,2.0,0.06,1427.0,2853.0,Ignasi Miquel,Centre-Back,700 Th. ?,71
293,33.0,1.0,0.0,0.0,0.0,0.0,0.0,,Málaga CF,15.0,Chile,"1,50 Mill. ",69.0,67.0,61.0,64.0,71.0,72.0,45.0,Medium / High,0.0,4.5,0.0,0,,1350.0,Manuel Iturra,Defensive Midfield,"1,50 Mill. ?",25
294,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,Levante UD,8.0,Spain,"2,00 Mill. ",79.0,74.0,75.0,70.0,72.0,80.0,63.0,High / Medium,0.0,4.5,1.0,00-Jan,629.0,629.0,Coke,Right-Back,"3,00 Mill. ?",324
295,22.0,7.0,12.0,0.0,4.0,4.0,1082.0,,Levante UD,29.0,Macedonia,"5,00 Mill. ",33.0,77.0,72.0,72.0,56.0,74.0,69.0,High / Medium,50.0,6.0,12.0,0.41,176.0,2111.0,Enis Bardhi,Attacking Midfield,"1,50 Mill. ?",159
296,26.0,5.0,5.0,1.0,2.0,0.0,526.0,,Levante UD,26.0,Spain,"1,50 Mill. ",71.0,70.0,73.0,66.0,78.0,75.0,61.0,Medium / Medium,19.0,2.0,1.0,0.04,2.117,2117.0,Antonio Luna,Left-Back,"2,00 Mill. ?",661
297,25.0,2.0,8.0,0.0,0.0,0.0,632.0,,Levante UD,25.0,Spain,"1,00 Mill. ",27.0,70.0,57.0,51.0,69.0,75.0,74.0,Medium / Medium,18.0,2.0,3.0,0.12,477.0,1431.0,Alex Alegría,Centre-Forward,"2,00 Mill. ?",0
298,24.0,1.0,3.0,1.0,1.0,0.0,175.0,,Levante UD,17.0,Spain,600 Th. ,31.0,72.0,82.0,64.0,63.0,71.0,68.0,Medium / Medium,13.0,2.0,0.0,0,,785.0,Iván López,Right-Back,800 Th. ?,1
299,34.0,1.0,9.0,0.0,3.0,0.0,785.0,,Levante UD,34.0,Spain,400 Th. ,61.0,43.0,53.0,42.0,62.0,60.0,31.0,Medium / Medium,27.0,2.5,0.0,0,,2825.0,Pedro López,Right-Back,500 Th. ?,4
300,24.0,1.0,0.0,0.0,0.0,0.0,0.0,,UD Las Palmas,17.0,Spain,"2,00 Mill. ",32.0,78.0,86.0,71.0,56.0,76.0,68.0,Medium / Medium,0.0,4.5,2.0,0.11,471.0,941.0,Jairo Samperio,Left Wing,"3,00 Mill. ?",35
301,28.0,8.0,16.0,3.0,2.0,2.0,1364.0,,UD Las Palmas,31.0,Spain,"8,00 Mill. ",52.0,86.0,80.0,81.0,68.0,82.0,75.0,High / Low,54.0,11.3,7.0,0.23,369.0,2585.0,Jonathan Viera,Attacking Midfield,"10,00 Mill. ?",184
302,30.0,0.0,5.0,0.0,0.0,4.0,671.0,,UD Las Palmas,5.0,France,"8,00 Mill. ",33.0,73.0,76.0,65.0,69.0,77.0,76.0,Medium / Medium,32.0,3.5,0.0,0,,131.0,Loïc Rémy,Centre-Forward,"9,00 Mill. ?","1,060"
303,22.0,0.0,13.0,0.0,2.0,0.0,1217.0,,UD Las Palmas,23.0,Uruguay,"6,00 Mill. ",78.0,70.0,70.0,57.0,74.0,77.0,54.0,High / Medium,25.0,3.5,5.0,0.22,370.0,1850.0,Mauricio Lemos,Centre-Back,"10,00 Mill. ?",156
304,24.0,0.0,16.0,0.0,0.0,3.0,1439.0,,UD Las Palmas,16.0,Argentina,"5,00 Mill. ",39.0,75.0,74.0,61.0,70.0,75.0,73.0,High / Medium,47.0,6.5,1.0,0.0625,531.0,531.0,Jonathan Calleri,Centre-Forward,"5,00 Mill. ?",311
305,27.0,1.0,10.0,0.0,1.0,0.0,805.0,,UD Las Palmas,32.0,Spain,"3,00 Mill. ",78.0,56.0,72.0,60.0,76.0,78.0,52.0,High / High,16.0,2.5,4.0,0.13,663.0,2651.0,Pedro Bigas,Centre-Back,"5,00 Mill. ?",21
306,29.0,1.0,6.0,0.0,1.0,0.0,580.0,,UD Las Palmas,29.0,Spain,"3,00 Mill. ",75.0,71.0,46.0,74.0,71.0,79.0,62.0,Medium / Medium,18.0,2.5,2.0,0.07,1.161,2321.0,Vicente Gómez,Defensive Midfield,"3,50 Mill. ?",3
307,27.0,4.0,9.0,1.0,0.0,1.0,842.0,,UD Las Palmas,32.0,Spain,"3,00 Mill. ",35.0,70.0,70.0,62.0,50.0,68.0,66.0,Medium / Low,27.0,4.5,4.0,0.13,553.0,2211.0,Tana,Attacking Midfield,"3,50 Mill. ?",29
308,21.0,2.0,3.0,1.0,0.0,0.0,191.0,,UD Las Palmas,18.0,Croatia,"2,50 Mill. ",28.0,80.0,76.0,76.0,44.0,77.0,64.0,High / Low,7.0,2.0,0.0,0,,645.0,Alen Halilovic,Attacking Midfield,"4,00 Mill. ?",2
309,30.0,2.0,13.0,2.0,2.0,0.0,1170.0,,UD Las Palmas,27.0,Spain,"2,50 Mill. ",71.0,73.0,76.0,69.0,77.0,75.0,51.0,High / Medium,34.0,4.0,0.0,0,,2110.0,Dani Castellano,Left-Back,"4,00 Mill. ?",27
310,22.0,1.0,2.0,0.0,0.0,0.0,145.0,,UD Las Palmas,22.0,Spain,"2,50 Mill. ",66.0,68.0,46.0,72.0,64.0,73.0,46.0,Medium / Medium,4.0,2.0,0.0,0,,1268.0,Sergi Samper,Defensive Midfield,"3,50 Mill. ?",407
311,31.0,0.0,2.0,0.0,0.0,0.0,183.0,,UD Las Palmas,11.0,Spain,700 Th. ,77.0,53.0,37.0,57.0,78.0,76.0,41.0,High / Medium,6.0,2.0,0.0,0,,836.0,Aythami Artiles,Centre-Back,"1,00 Mill. ?",33
312,35.0,1.0,2.0,0.0,0.0,0.0,180.0,,UD Las Palmas,22.0,Spain,100 Th. ,73.0,64.0,62.0,60.0,76.0,75.0,36.0,Medium / Medium,2.0,2.0,1.0,0.05,1.645,1645.0,David García,Centre-Back,100 Th. ?,1
313,35.0,0.0,2.0,0.0,0.0,0.0,180.0,,UD Las Palmas,25.0,Spain,100 Th. ,73.0,64.0,62.0,60.0,76.0,75.0,36.0,Medium / Medium,2.0,2.0,1.0,0.04,2.189,2189.0,David García,Centre-Back,100 Th. ?,1
314,35.0,0.0,3.0,1.0,0.0,0.0,232.0,,UD Las Palmas,23.0,Spain,100 Th. ,20.0,45.0,54.0,36.0,44.0,48.0,46.0,High / High,11.0,2.0,3.0,0.13,413.0,1239.0,Momo,Left Wing,100 Th. ?,114
315,33.0,2.0,0.0,0.0,0.0,0.0,0.0,,UD Las Palmas,15.0,Argentina,"1,20 Mill. ",68.0,72.0,46.0,72.0,80.0,74.0,68.0,Medium / Medium,0.0,4.5,4.0,0.26,307.0,1228.0,Gabriel Peñalba,Central Midfield,"1,20 Mill. ?",41
